hebrew,count,english_translation,transliteration
לבעיה,20,To a problem,lvʿyh
פרוץ,20,outbreak,prwṣ
נפלא,20,wonderful,nplʾ
צעירה,20,young woman,ṣʿyrh
הממוצע,20,The average,hmmwṣʿ
רגליים,20,Legs,rglyym
החמישית,20,Fifth,hḥmyšyt
מחליט,20,Decides,mḥlyṭ
האבן,20,The stone,hʾvn
הצבע,20,The color,hṣvʿ
שאלו,20,Ask,šʾlw
לחקר,20,For research,lḥqr
בשאר,20,In the rest,všʾr
לצבור,20,accumulate,lṣvwr
לפה,20,Mouth,lph
גויס,20,Grunt,gwys
טיעון,20,A plea,ṭyʿwn
אפוא,20,therefore,ʾpwʾ
פוליטיים,20,Political,pwlyṭyym
ישבו,20,Sitting,yšvw
ומספר,20,And a number,wmspr
כואב,20,painful,kwʾv
החלפת,20,Replacement,hḥlpt
התחרות,20,competition,htḥrwt
דודו,20,His uncle,dwdw
עומדים,20,Stand,ʿwmdym
משפיע,20,influencing,mšpyʿ
הרווחה,20,Welfare,hrwwḥh
פונקציות,20,Functions,pwnqṣywt
בהדסון,20,Bhadson,vhdswn
עובדי,20,Workers,ʿwvdy
הבמה,20,The stage,hvmh
במידת,20,In a degree,vmydt
גזר,20,carrot,gzr
תיק,20,portfolio,tyq
לסמן,20,mark,lsmn
שנשאר,20,Left left,šnšʾr
מופיעות,20,Appear,mwpyʿwt
החלון,20,The window,hḥlwn
בחו,20,Tested,vḥw
ליותר,20,To more,lywtr
חוקה,20,constitution,ḥwqh
לחוק,20,To law,lḥwq
תאור,20,description,tʾwr
דיוק,20,accuracy,dywq
הסטודנטים,20,Students,hsṭwdnṭym
הפעלת,20,You have enabled,hpʿlt
המידה,20,The measure,hmydh
שחרור,20,release,šḥrwr
אפי,20,epic,ʾpy
להיסטוריה,20,For history,lhysṭwryh
שבעת,20,Seven,švʿt
נופל,20,Falls,nwpl
לותר,20,Lip,lwtr
פותחו,20,Have been developed,pwtḥw
הצמח,20,The plant,hṣmḥ
לשחרור,20,To release,lšḥrwr
ויזואלית,20,Visual,wyzwʾlyt
בעריכה,20,In editing,vʿrykh
בישיבה,20,In the yeshiva,vyšyvh
מוטה,20,Biased,mwṭh
הצנחנים,20,The paratroopers,hṣnḥnym
המכון,20,The Institute,hmkwn
אגודת,20,Association,ʾgwdt
נווה,20,Neve,nwwh
מתנצל,20,apologetic,mtnṣl
חינם,20,Free,ḥynm
מוצדקת,20,Justified,mwṣdqt
בהריון,20,pregnant,vhrywn
המדריך,20,The guide,hmdryk
הוראה,20,teaching,hwrʾh
אוגוסט,20,August,ʾwgwsṭ
בלשכת,20,In the bureau,vlškt
מתאימים,20,Fit,mtʾymym
יקח,20,Will take,yqḥ
עכשו,20,Contemporary,ʿkšw
ארי,20,lion,ʾry
מיחד,20,Together,myḥd
בתחנת,20,At the station,vtḥnt
בצחוק,20,jokingly,vṣḥwq
הפרקים,20,The episodes,hprqym
לבוט,20,To pend,lvwṭ
דורית,20,Dorit,dwryt
צי,20,Jerk,ṣy
נקראו,20,Were called,nqrʾw
שוכנת,20,Lies,šwknt
אבקשך,20,I will ask for,ʾvqšk
חזקות,20,Strong,ḥzqwt
בתבניות,20,In molds,vtvnywt
עיריית,20,Municipality,ʿyryyt
אקספלורר,20,Explorer,ʾqsplwrr
כמפקד,20,As a commander,kmpqd
גאוגרפי,20,geographic,gʾwgrpy
במוזיאון,20,In the museum,vmwzyʾwn
במונח,20,In the term,vmwnḥ
כימיה,20,chemistry,kymyh
האבירים,20,The knights,hʾvyrym
כנסייה,20,Church,knsyyh
הליכוד,20,Likud,hlykwd
פעילותו,20,His activity,pʿylwtw
תיכון,20,secondary,tykwn
קום,20,Up,qwm
לניו,20,Leno,lnyw
הנפוץ,20,Common,hnpwṣ
פרנק,20,franc,prnq
שנויים,20,שנויים,šnwyym
התגורר,20,Have lived,htgwrr
שביקשת,20,You have requested,švyqšt
הטעות,20,The mistake,hṭʿwt
האוס,20,House,hʾws
כוכבי,20,stellar,kwkvy
נייטרלית,20,Neutral,nyyṭrlyt
גזעים,20,Races,gzʿym
הלוגו,20,The logo,hlwgw
הכחדה,20,extinction,hkḥdh
כאל,20,Like,kʾl
דואג,20,Caring,dwʾg
שאינך,20,That you do not,šʾynk
הורדתי,20,I have been downloaded,hwrdty
כץ,20,Katz,kṣ
זרות,20,strangeness,zrwt
הציטוט,20,The quote,hṣyṭwṭ
פולמוס,20,polemics,pwlmws
וידאו,20,video,wydʾw
רביעית,20,quarter,rvyʿyt
מסנג,20,Momang,msng
השופטים,20,The judges,hšwpṭym
תוכלי,20,You can,twkly
לגופו,20,On its own,lgwpw
שורש,20,root,šwrš
תאוריה,20,theory,tʾwryh
פולי,20,Polly,pwly
מרדוק,20,Merdok,mrdwq
וחמישה,19,And five,wḥmyšh
לקחתי,19,I have taken,lqḥty
פתחתי,19,I opened,ptḥty
וברור,19,And obviously,wvrwr
שתיהן,19,both,štyhn
האוכל,19,The food,hʾwkl
לרחוב,19,To the street,lrḥwv
האש,19,The fire,hʾš
המזל,19,Lucky,hmzl
לימד,19,Taught,lymd
יסודי,19,thorough,yswdy
יצאתי,19,I went out,yṣʾty
מושלם,19,perfect,mwšlm
לתיאור,19,To describe,ltyʾwr
מפאת,19,because,mpʾt
כמי,19,As someone,kmy
נשימה,19,breathing,nšymh
ותיק,19,veteran,wtyq
לתיקון,19,For repair,ltyqwn
מסבירה,19,Explains,msvyrh
נפלו,19,Fell,nplw
כתבו,19,Write,ktvw
ומעלה,19,And above,wmʿlh
מינים,19,Species,mynym
שכנראה,19,Apparently,šknrʾh
התחילה,19,Started,htḥylh
השר,19,The minister,hšr
האמור,19,That,hʾmwr
הרבנות,19,The rabbinate,hrvnwt
קמפיין,19,Campaign,qmpyyn
לצפייה,19,For viewing,lṣpyyh
נפשות,19,Souls,npšwt
הצעירים,19,The young people,hṣʿyrym
איום,19,threat,ʾywm
לשפה,19,To the language,lšph
בבחינת,19,In the exam,vvḥynt
בתפוז,19,In orange,vtpwz
פשע,19,crime,pšʿ
לעצמם,19,To themselves,lʿṣmm
דלק,19,fuel,dlq
הגג,19,The roof,hgg
שיחקה,19,Played,šyḥqh
בוודאות,19,Certainly,vwwdʾwt
מסוגלים,19,Are capable of,mswglym
אמון,19,faith,ʾmwn
לילד,19,To a child,lyld
תמשיך,19,Will continue,tmšyk
אנוש,19,mortal,ʾnwš
הרשויות,19,Authorities,hršwywt
ברשות,19,In the possession,vršwt
תיעוד,19,Documentation,tyʿwd
סיני,19,Chinese,syny
לתקוף,19,attack,ltqwp
עצומה,19,petition,ʿṣwmh
סחר,19,trade,sḥr
תגובת,19,Response,tgwvt
עולמית,19,Worldwide,ʿwlmyt
שישראל,19,That Israel,šyšrʾl
מאמינים,19,Believers,mʾmynym
זוכים,19,Winners,zwkym
אספירין,19,aspirin,ʾspyryn
גבוהות,19,Tall,gvwhwt
העובר,19,The fetus,hʿwvr
בערבית,19,In Arabic,vʿrvyt
שכתבו,19,Who wrote,šktvw
עצמן,19,Themselves,ʿṣmn
השתמשו,19,Have used,hštmšw
יבואו,19,Will come,yvwʾw
בקשת,19,Request,vqšt
לסיוע,19,To assist,lsywʿ
כלכלי,19,economic,klkly
פסוקים,19,Verses,pswqym
לשנת,19,For a year,lšnt
שחקני,19,Players,šḥqny
חכמה,19,wisdom,ḥkmh
הודיעו,19,Announced,hwdyʿw
מצאה,19,Found,mṣʾh
שאליו,19,To him,šʾlyw
נדרשים,19,Are required,ndršym
לדאוג,19,worry,ldʾwg
במקומו,19,In its place,vmqwmw
ליתר,19,To the rest,lytr
באורח,19,In the guest,vʾwrḥ
האחרות,19,The other,hʾḥrwt
החזר,19,refund,hḥzr
בינלאומיים,19,International,vynlʾwmyym
וג,19,Vagan,wg
החתימה,19,Signing,hḥtymh
הפרת,19,Breach,hprt
הראשיים,19,The top,hrʾšyym
סיור,19,tour,sywr
זרוע,19,arm,zrwʿ
נפט,19,oil,npṭ
פוקס,19,Fox,pwqs
הבטיח,19,Promised,hvṭyḥ
עובדיה,19,Its employees,ʿwvdyh
בתנועה,19,In motion,vtnwʿh
לרגל,19,spy,lrgl
הטענות,19,The claims,hṭʿnwt
נכנסה,19,Entered,nknsh
הגענו,19,We have arrived,hgʿnw
ממספר,19,From a number,mmspr
קרובי,19,Relatives,qrwvy
אחות,19,sister,ʾḥwt
תשעה,19,Nine,tšʿh
גדולי,19,A large,gdwly
במחיר,19,At the price,vmḥyr
מרוקו,19,Morocco,mrwqw
אונס,19,Rape,ʾwns
הצעירה,19,The young woman,hṣʿyrh
ולמעשה,19,And in fact,wlmʿšh
הטרור,19,Terrorism,hṭrwr
התאומים,19,The twins,htʾwmym
תקינה,19,standardization,tqynh
רכיבים,19,Components,rkyvym
פירות,19,Fruits,pyrwt
מכילה,19,Contains,mkylh
חיוניים,19,Are essential,ḥywnyym
לתוכנית,19,For a program,ltwknyt
נשארה,19,Stayed,nšʾrh
מרץ,19,March,mrṣ
קרי,19,curry,qry
אוסלו,19,Oslo,ʾwslw
שנותרו,19,Left left,šnwtrw
הסכסוך,19,The conflict,hskswk
לאלתר,19,improvise,lʾltr
ומתן,19,And giving,wmtn
משאיר,19,Leaving,mšʾyr
קריטי,19,critical,qryṭy
ההשפעה,19,The effect,hhšpʿh
מחוזות,19,Districts,mḥwzwt
שוות,19,Equal,šwwt
הטנק,19,Tank,hṭnq
דהיינו,19,Ie,dhyynw
ממשחק,19,From a game,mmšḥq
מיוחדות,19,Special,mywḥdwt
טכני,19,technical,ṭkny
חלונות,19,Windows,ḥlwnwt
דלתות,19,Doors,dltwt
ואומר,19,And say,wʾwmr
ראינו,19,We have seen,rʾynw
התיאטרון,19,Theater,htyʾṭrwn
אבני,19,stony,ʾvny
הרפואה,19,Medicine,hrpwʾh
בגרסה,19,In the version,vgrsh
פנימיים,19,Internal,pnymyym
השמן,19,The oil,hšmn
אוהד,19,Fan,ʾwhd
מודל,19,model,mwdl
הכדור,19,The ball,hkdwr
וכמו,19,And as,wkmw
לנכון,19,In accordance with,lnkwn
הרוסי,19,The Russian,hrwsy
תקלה,19,fault,tqlh
סגירת,19,Closing,sgyrt
הבינו,19,Understood,hvynw
בודק,19,checker,vwdq
נועדו,19,Designed for,nwʿdw
סלנג,19,slang,slng
ולבן,19,And white,wlvn
בראשי,19,In my head,vrʾšy
במשיכת,19,In an attraction,vmšykt
בתוכה,19,In it,vtwkh
הקפה,19,The coffee,hqph
חפץ,19,object,ḥpṣ
ולראות,19,And see,wlrʾwt
תרבותית,19,Culturally,trvwtyt
נתקלת,19,You have encountered,ntqlt
יריחו,19,Jericho,yryḥw
באילת,19,In Eilat,vʾylt
ביניהן,19,Between them,vynyhn
החלב,19,The milk,hḥlv
וכיום,19,And now,wkywm
שוכן,19,situated,šwkn
בחרתי,19,I chose,vḥrty
במבנה,19,In the structure,vmvnh
בפוליטיקה,19,In politics,vpwlyṭyqh
סכסוך,19,conflict,skswk
להעמיד,19,place,lhʿmyd
הוויכוח,19,The debate,hwwykwḥ
אמנון,19,tilapia,ʾmnwn
הכתוב,19,Writing,hktwv
יונתן,19,Jonathan,ywntn
גדי,19,kid,gdy
משרת,19,servant,mšrt
שובו,19,His return,šwvw
דיין,19,Your,dyyn
האוקיינוס,19,The ocean,hʾwqyynws
אפקט,19,effect,ʾpqṭ
הדורות,19,Generations,hdwrwt
הלידה,19,Birth,hlydh
בסיסית,19,Basic,vsysyt
לוויינים,19,Satellites,lwwyynym
וליצור,19,And create,wlyṣwr
קרני,19,horny,qrny
חריפה,19,Acute,ḥryph
המירוץ,19,The race,hmyrwṣ
תומאס,19,Thomas,twmʾs
חסימות,19,Blocks,ḥsymwt
ערבים,19,Arabs,ʿrvym
להעניק,19,grant,lhʿnyq
מטאל,19,Metal,mṭʾl
אצטרך,19,I will have to,ʾṣṭrk
לדמיין,19,To imagine,ldmyyn
דורשים,19,Requires,dwršym
אחריה,19,After,ʾḥryh
הדתי,19,The religious,hdty
ביוון,19,In Greece,vywwn
מוצאת,19,Finds,mwṣʾt
הטיעון,19,The argument,hṭyʿwn
לביטול,19,To cancel,lvyṭwl
ובעל,19,And owner,wvʿl
הוצגה,19,Shown,hwṣgh
חנויות,19,Shops,ḥnwywt
סקס,19,sex,sqs
חזון,19,vision,ḥzwn
מדינית,19,Political,mdynyt
המסע,19,The journey,hmsʿ
כלב,19,dog,klv
בחזית,19,in front of,vḥzyt
לשמר,19,preserve,lšmr
נע,19,moving,nʿ
כבדות,19,heaviness,kvdwt
הרבי,19,The Rebbe,hrvy
האנושות,19,Humanity,hʾnwšwt
תושב,19,resident,twšv
נצטרך,19,We will need,nṣṭrk
עז,19,goat,ʿz
שפירא,19,Shapiro,špyrʾ
דואר,19,mail,dwʾr
המחלקה,19,The department,hmḥlqh
ושני,19,And two,wšny
ניתנים,19,Are given,nytnym
טיפ,19,tip,ṭyp
הנאצים,19,The Nazi,hnʾṣym
חריגה,19,deviation,ḥrygh
ברכבת,19,By train,vrkvt
קמה,19,Rose,qmh
הנהר,19,The river,hnhr
בקבוקים,19,Bottles,vqvwqym
חתול,19,cat,ḥtwl
לאנגלית,19,To English,lʾnglyt
מצביעים,19,Voters,mṣvyʿym
נצה,19,A,nṣh
במיזם,19,In the venture,vmyzm
ללימודי,19,To my studies,llymwdy
פורד,19,Ford,pwrd
למשתמשים,19,For users,lmštmšym
אדולף,19,Adolph,ʾdwlp
מזרחי,19,east,mzrḥy
רצ,19,Will,rṣ
גשר,19,bridge,gšr
נבחרות,19,Team,nvḥrwt
המאוחדת,19,The united,hmʾwḥdt
לידיעתך,19,Please note,lydyʿtk
הימין,19,The right,hymyn
מרשל,19,Marshall,mršl
אצלך,19,With you,ʾṣlk
הפורטלים,19,The portals,hpwrṭlym
קיימברידג,19,Cambridge,qyymvrydg
מקוצר,19,shortened,mqwṣr
פרדוקס,19,paradox,prdwqs
במסחר,19,In trade,vmsḥr
חופפים,19,Overlap,ḥwppym
להתאים,19,adjust,lhtʾym
לשיפור,19,For improvement,lšypwr
האלגוריתם,19,The algorithm,hʾlgwrytm
בוטינסקי,19,Botinsky,vwṭynsqy
שבערך,19,In the value,švʿrk
זמין,19,available,zmyn
הטמפרטורה,19,The temperature,hṭmprṭwrh
אייל,19,A reindeer,ʾyyl
מויקיפדיה,19,Wikipedia,mwyqypdyh
תפתח,19,Will open,tptḥ
נולדו,19,Were born,nwldw
צפיפות,19,density,ṣpypwt
הבל,19,steam,hvl
ביצעתי,19,I have made,vyṣʿty
לנדאו,19,Landau,lndʾw
מאפיין,19,A characteristic,mʾpyyn
קריטריון,19,criterion,qryṭrywn
לכתיבה,19,For writing,lktyvh
כשרות,19,kashrut,kšrwt
מסמך,19,document,msmk
אלגוריתם,19,algorithm,ʾlgwrytm
בפסקה,19,In the paragraph,vpsqh
ההערות,19,The comments,hhʿrwt
נשוי,19,married,nšwy
פושע,19,criminal,pwšʿ
בטענה,19,On the grounds,vṭʿnh
להכחיש,19,deny,lhkḥyš
בבוט,19,In a bot,vvwṭ
טור,19,column,ṭwr
צולם,19,Photographed,ṣwlm
קצה,19,end,qṣh
מוטעה,19,wrong,mwṭʿh
להיכנע,19,Succumb to,lhyknʿ
טרחת,19,A hassle,ṭrḥt
בפניו,19,In his face,vpnyw
אחוזים,18,percentage,ʾḥwzym
נקי,18,net,nqy
פניתי,18,I turned,pnyty
פרצה,18,gap,prṣh
ברצינות,18,seriously,vrṣynwt
ארון,18,locker,ʾrwn
החלטנו,18,We have decided,hḥlṭnw
והכל,18,And everything,whkl
אכתוב,18,I will write,ʾktwv
נתחיל,18,Let's start,ntḥyl
ועושה,18,And makes,wʿwšh
בדברים,18,In things,vdvrym
קשיים,18,Difficulties,qšyym
קיצוניים,18,Extreme,qyṣwnyym
נכנסת,18,You entered,nknst
לגוף,18,To the body,lgwp
למראה,18,For a mirror,lmrʾh
בשיטת,18,In a method,všyṭt
סיפרה,18,Told,syprh
מרכזית,18,Central,mrkzyt
ביניים,18,Interim,vynyym
תקציב,18,budget,tqṣyv
סימנים,18,Signs,symnym
יציבה,18,posture,yṣyvh
כמוהו,18,Like him,kmwhw
אמה,18,aqueduct,ʾmh
מנוחה,18,rest,mnwḥh
הרגשה,18,feeling,hrgšh
הפלילי,18,The criminal,hplyly
שרים,18,Singing,šrym
לפצל,18,split,lpṣl
פיצול,18,A split,pyṣwl
מיידית,18,Immediately,myydyt
נוהגים,18,Practiced,nwhgym
בלית,18,debris,vlyt
העלו,18,Uploaded,hʿlw
הטיעונים,18,The arguments,hṭyʿwnym
מתח,18,tension,mtḥ
בטוחים,18,Safe,vṭwḥym
מבקשים,18,Asking for,mvqšym
מחפשים,18,Are looking for,mḥpšym
הישנה,18,Old,hyšnh
פורומים,18,Forums,pwrwmym
ותיקים,18,Veterans,wtyqym
מכדי,18,Too,mkdy
לחשבון,18,To an account,lḥšvwn
תעלה,18,channel,tʿlh
עירוני,18,urban,ʿyrwny
הראה,18,Showed,hrʾh
החברים,18,Friends,hḥvrym
שימו,18,Put,šymw
תצליח,18,Will succeed,tṣlyḥ
זיהום,18,Infection,zyhwm
החום,18,The heat,hḥwm
ביישוב,18,In the locality,vyyšwv
רוני,18,Ronnie,rwny
להתחמק,18,evade,lhtḥmq
מלווה,18,accompanied,mlwwh
תקנות,18,Regulations,tqnwt
לכפר,18,To the village,lkpr
בענף,18,In the branch,vʿnp
דונלד,18,Donald,dwnld
פתוחות,18,Open,ptwḥwt
ישראליות,18,Israelis,yšrʾlywt
הסיבוב,18,The round,hsyvwv
החזקות,18,The holdings,hḥzqwt
לכבוד,18,in honor of,lkvwd
אומץ,18,Courage,ʾwmṣ
הטבות,18,Benefits,hṭvwt
מדד,18,index,mdd
המחנה,18,Camp,hmḥnh
למדינת,18,To the state,lmdynt
הרופאים,18,Doctors,hrwpʾym
סרטן,18,cancer,srṭn
חלופה,18,alternative,ḥlwph
סמואל,18,Samuel,smwʾl
הנמצא,18,Found,hnmṣʾ
רות,18,Rout,rwt
נוסחאות,18,Formulas,nwsḥʾwt
שימשה,18,Used to,šymšh
כנשיא,18,As president,knšyʾ
נאלצו,18,Have been forced,nʾlṣw
סיימה,18,Finished,syymh
ומיד,18,And immediately,wmyd
קבועה,18,Permanent,qvwʿh
הובילה,18,Led to,hwvylh
מיותרות,18,Unnecessary,mywtrwt
מראים,18,Show,mrʾym
לחוות,18,experience,lḥwwt
מודעים,18,Aware,mwdʿym
למתן,18,To give,lmtn
יציבות,18,stability,yṣyvwt
צאן,18,sheep,ṣʾn
למצרים,18,To Egypt,lmṣrym
לחודש,18,per month,lḥwdš
נובל,18,Nobel,nwvl
הטבעי,18,The natural,hṭvʿy
להגדיל,18,increase,lhgdyl
הלכתי,18,I went,hlkty
טיפה,18,A drop,ṭyph
להתקדם,18,progress,lhtqdm
השכר,18,Wages,hškr
ירדה,18,companionway,yrdh
עונות,18,Seasons,ʿwnwt
הסתיים,18,Ended,hstyym
אומנם,18,Although,ʾwmnm
שעשיתי,18,I have done,šʿšyty
פרטיים,18,Private,prṭyym
לחלל,18,desecrate,lḥll
החקיקה,18,The legislation,hḥqyqh
בדרכו,18,On his way,vdrkw
בגודל,18,In size,vgwdl
נוגע,18,touching,nwgʿ
המפתח,18,The key,hmptḥ
הספרדית,18,Spanish,hsprdyt
הדעה,18,Opinion,hdʿh
להדגיש,18,emphasize,lhdgyš
ברכה,18,blessing,vrkh
תוכנה,18,software,twknh
כניסת,18,Entry,knyst
כוללים,18,Include,kwllym
נעשתה,18,Has been made,nʿšth
נוחה,18,Convenient,nwḥh
ארבעת,18,Four,ʾrvʿt
בתנ,18,In the face,vtn
שחורה,18,Black,šḥwrh
סייבר,18,Cyber,syyvr
אמי,18,My mother,ʾmy
הבשורה,18,The gospel,hvšwrh
מרוצה,18,satisfied,mrwṣh
ישו,18,Jesus,yšw
בילדותו,18,In his childhood,vyldwtw
הפלסטינים,18,The Palestinians,hplsṭynym
נבנו,18,Were built,nvnw
הנסיעה,18,The ride,hnsyʿh
לפרוץ,18,break,lprwṣ
שעברו,18,Who went through,šʿvrw
בראשות,18,Led by,vrʾšwt
נטל,18,burden,nṭl
מינג,18,Ming,myng
אחידה,18,Uniform,ʾḥydh
נפתחו,18,Have been opened,nptḥw
השומר,18,The guardian,hšwmr
מגיעות,18,Are coming,mgyʿwt
הקרבות,18,The battles,hqrvwt
יוסי,18,Yossi,ywsy
בובות,18,Dolls,vwvwt
נפתחה,18,Has been opened,nptḥh
למטרה,18,For purpose,lmṭrh
פעילה,18,Active,pʿylh
הביע,18,Expressed,hvyʿ
בזו,18,In,vzw
תומכים,18,Supporters,twmkym
השוק,18,The market,hšwq
גיבור,18,Hero,gyvwr
שהופיעו,18,That appeared,šhwpyʿw
הטעם,18,Taste,hṭʿm
יצירתו,18,His creation,yṣyrtw
ומכאן,18,Hence,wmkʾn
תעשיית,18,Industry,tʿšyyt
עיתונים,18,Newspapers,ʿytwnym
לידו,18,Next to him,lydw
האמנות,18,Art,hʾmnwt
ביצעו,18,Performed,vyṣʿw
שותפים,18,Partners,šwtpym
מביך,18,embarrassing,mvyk
לגיטימית,18,Legitimate,lgyṭymyt
בפירוש,18,Clearly,vpyrwš
נפל,18,Fell,npl
למחצה,18,half,lmḥṣh
תיירות,18,Tourism,tyyrwt
יגאל,18,Yigal,ygʾl
שמופיע,18,That appears,šmwpyʿ
תוהה,18,Wondering,twhh
בתים,18,Houses,vtym
לכבוש,18,conquer,lkvwš
אפריל,18,April,ʾpryl
מפי,18,From,mpy
מאין,18,From nothing,mʾyn
מייצגים,18,Represent,myyṣgym
סבו,18,His grandfather,svw
ישירה,18,Direct,yšyrh
צרפתי,18,French,ṣrpty
האו,18,Hao,hʾw
חקלאי,18,agricultural,ḥqlʾy
הבדלים,18,Differences,hvdlym
פוטנציאל,18,potential,pwṭnṣyʾl
במרכזה,18,In the center,vmrkzh
הטובות,18,The good,hṭwvwt
החשובות,18,The most important,hḥšwvwt
שציינתי,18,Which I mentioned,šṣyynty
רודי,18,Rudy,rwdy
כדורסל,18,basketball,kdwrsl
חיזבאללה,18,Hezbollah,ḥyzvʾllh
הפמיניזם,18,Feminism,hpmynyzm
מיעוט,18,A minority,myʿwṭ
צנזורה,18,censorship,ṣnzwrh
פסיקה,18,verdict,psyqh
לקהל,18,To the audience,lqhl
לעין,18,To the eye,lʿyn
האמן,18,The artist,hʾmn
ערבי,18,Arabic,ʿrvy
אולמרט,18,Olmert,ʾwlmrṭ
לגשת,18,Access,lgšt
החברתיים,18,Social,hḥvrtyym
חצר,18,courtyard,ḥṣr
המדרש,18,The Midrash,hmdrš
ומעולם,18,And ever,wmʿwlm
זעיר,18,tiny,zʿyr
במונחים,18,In terms,vmwnḥym
השריון,18,The armor,hšrywn
שזכה,18,Which won,šzkh
המסורת,18,Tradition,hmswrt
המערבית,18,Western,hmʿrvyt
עוצמה,18,Power,ʿwṣmh
בכלא,18,In prison,vklʾ
שמם,18,Their name,šmm
לפתיחת,18,To open,lptyḥt
רציף,18,continuous,rṣyp
הגמל,18,The camel,hgml
ומשפחתו,18,And his family,wmšpḥtw
מלאכי,18,angelic,mlʾky
לעורר,18,stimulate,lʿwrr
הוצא,18,Issued,hwṣʾ
לשירות,18,To the service,lšyrwt
פנסיה,18,pension,pnsyh
עדיפה,18,Preferably,ʿdyph
כשל,18,failure,kšl
חמורים,18,Donkeys,ḥmwrym
מתשלום,18,From payment,mtšlwm
המעסיק,18,The employer,hmʿsyq
תשס,18,You,tšs
