Hebrew,English
המדריך(hmdryk),The guide
הוראה(hwrʾh),teaching
אוגוסט(ʾwgwsṭ),August
בלשכת(vlškt),In the bureau
מתאימים(mtʾymym),Fit
יקח(yqḥ),Will take
עכשו(ʿkšw),Contemporary
ארי(ʾry),lion
מיחד(myḥd),Together
בתחנת(vtḥnt),At the station
בצחוק(vṣḥwq),jokingly
הפרקים(hprqym),The episodes
לבוט(lvwṭ),To pend
דורית(dwryt),Dorit
צי(ṣy),Jerk
נקראו(nqrʾw),Were called
שוכנת(šwknt),Lies
אבקשך(ʾvqšk),I will ask for
חזקות(ḥzqwt),Strong
בתבניות(vtvnywt),In molds
עיריית(ʿyryyt),Municipality
אקספלורר(ʾqsplwrr),Explorer
כמפקד(kmpqd),As a commander
גאוגרפי(gʾwgrpy),geographic
במוזיאון(vmwzyʾwn),In the museum
במונח(vmwnḥ),In the term
כימיה(kymyh),chemistry
האבירים(hʾvyrym),The knights
כנסייה(knsyyh),Church
הליכוד(hlykwd),Likud
פעילותו(pʿylwtw),His activity
תיכון(tykwn),secondary
קום(qwm),Up
לניו(lnyw),Leno
הנפוץ(hnpwṣ),Common
פרנק(prnq),franc
שנויים(šnwyym),שנויים
התגורר(htgwrr),Have lived
שביקשת(švyqšt),You have requested
הטעות(hṭʿwt),The mistake
האוס(hʾws),House
כוכבי(kwkvy),stellar
נייטרלית(nyyṭrlyt),Neutral
גזעים(gzʿym),Races
הלוגו(hlwgw),The logo
הכחדה(hkḥdh),extinction
כאל(kʾl),Like
דואג(dwʾg),Caring
שאינך(šʾynk),That you do not
הורדתי(hwrdty),I have been downloaded
כץ(kṣ),Katz
זרות(zrwt),strangeness
הציטוט(hṣyṭwṭ),The quote
פולמוס(pwlmws),polemics
וידאו(wydʾw),video
רביעית(rvyʿyt),quarter
מסנג(msng),Momang
השופטים(hšwpṭym),The judges
תוכלי(twkly),You can
לגופו(lgwpw),On its own
שורש(šwrš),root
תאוריה(tʾwryh),theory
פולי(pwly),Polly
מרדוק(mrdwq),Merdok
וחמישה(wḥmyšh),And five
לקחתי(lqḥty),I have taken
פתחתי(ptḥty),I opened
וברור(wvrwr),And obviously
שתיהן(štyhn),both
האוכל(hʾwkl),The food
לרחוב(lrḥwv),To the street
האש(hʾš),The fire
המזל(hmzl),Lucky
לימד(lymd),Taught
יסודי(yswdy),thorough
יצאתי(yṣʾty),I went out
מושלם(mwšlm),perfect
לתיאור(ltyʾwr),To describe
מפאת(mpʾt),because
כמי(kmy),As someone
נשימה(nšymh),breathing
ותיק(wtyq),veteran
לתיקון(ltyqwn),For repair
מסבירה(msvyrh),Explains
נפלו(nplw),Fell
כתבו(ktvw),Write
ומעלה(wmʿlh),And above
מינים(mynym),Species
שכנראה(šknrʾh),Apparently
התחילה(htḥylh),Started
השר(hšr),The minister
האמור(hʾmwr),That
הרבנות(hrvnwt),The rabbinate
קמפיין(qmpyyn),Campaign
לצפייה(lṣpyyh),For viewing
נפשות(npšwt),Souls
הצעירים(hṣʿyrym),The young people
איום(ʾywm),threat
לשפה(lšph),To the language
בבחינת(vvḥynt),In the exam
בתפוז(vtpwz),In orange
פשע(pšʿ),crime
לעצמם(lʿṣmm),To themselves
דלק(dlq),fuel
הגג(hgg),The roof
שיחקה(šyḥqh),Played
בוודאות(vwwdʾwt),Certainly
מסוגלים(mswglym),Are capable of
אמון(ʾmwn),faith
לילד(lyld),To a child
תמשיך(tmšyk),Will continue
אנוש(ʾnwš),mortal
הרשויות(hršwywt),Authorities
ברשות(vršwt),In the possession
תיעוד(tyʿwd),Documentation
סיני(syny),Chinese
לתקוף(ltqwp),attack
עצומה(ʿṣwmh),petition
סחר(sḥr),trade
תגובת(tgwvt),Response
עולמית(ʿwlmyt),Worldwide
שישראל(šyšrʾl),That Israel
מאמינים(mʾmynym),Believers
זוכים(zwkym),Winners
אספירין(ʾspyryn),aspirin
גבוהות(gvwhwt),Tall
העובר(hʿwvr),The fetus
בערבית(vʿrvyt),In Arabic
שכתבו(šktvw),Who wrote
עצמן(ʿṣmn),Themselves
השתמשו(hštmšw),Have used
יבואו(yvwʾw),Will come
בקשת(vqšt),Request
לסיוע(lsywʿ),To assist
כלכלי(klkly),economic
פסוקים(pswqym),Verses
לשנת(lšnt),For a year
שחקני(šḥqny),Players
חכמה(ḥkmh),wisdom
הודיעו(hwdyʿw),Announced
מצאה(mṣʾh),Found
שאליו(šʾlyw),To him
נדרשים(ndršym),Are required
לדאוג(ldʾwg),worry
במקומו(vmqwmw),In its place
ליתר(lytr),To the rest
באורח(vʾwrḥ),In the guest
האחרות(hʾḥrwt),The other
החזר(hḥzr),refund
בינלאומיים(vynlʾwmyym),International
וג(wg),Vagan
החתימה(hḥtymh),Signing
הפרת(hprt),Breach
הראשיים(hrʾšyym),The top
סיור(sywr),tour
זרוע(zrwʿ),arm
נפט(npṭ),oil
פוקס(pwqs),Fox
הבטיח(hvṭyḥ),Promised
עובדיה(ʿwvdyh),Its employees
בתנועה(vtnwʿh),In motion
לרגל(lrgl),spy
הטענות(hṭʿnwt),The claims
נכנסה(nknsh),Entered
הגענו(hgʿnw),We have arrived
ממספר(mmspr),From a number
קרובי(qrwvy),Relatives
אחות(ʾḥwt),sister
תשעה(tšʿh),Nine
גדולי(gdwly),A large
במחיר(vmḥyr),At the price
מרוקו(mrwqw),Morocco
אונס(ʾwns),Rape
הצעירה(hṣʿyrh),The young woman
ולמעשה(wlmʿšh),And in fact
הטרור(hṭrwr),Terrorism
התאומים(htʾwmym),The twins
תקינה(tqynh),standardization
רכיבים(rkyvym),Components
פירות(pyrwt),Fruits
מכילה(mkylh),Contains
חיוניים(ḥywnyym),Are essential
לתוכנית(ltwknyt),For a program
נשארה(nšʾrh),Stayed
מרץ(mrṣ),March
קרי(qry),curry
אוסלו(ʾwslw),Oslo
שנותרו(šnwtrw),Left left
הסכסוך(hskswk),The conflict
לאלתר(lʾltr),improvise
ומתן(wmtn),And giving
משאיר(mšʾyr),Leaving
קריטי(qryṭy),critical
ההשפעה(hhšpʿh),The effect
מחוזות(mḥwzwt),Districts
שוות(šwwt),Equal
הטנק(hṭnq),Tank
דהיינו(dhyynw),Ie
ממשחק(mmšḥq),From a game
מיוחדות(mywḥdwt),Special
טכני(ṭkny),technical
חלונות(ḥlwnwt),Windows
דלתות(dltwt),Doors
ואומר(wʾwmr),And say
ראינו(rʾynw),We have seen
התיאטרון(htyʾṭrwn),Theater
אבני(ʾvny),stony
הרפואה(hrpwʾh),Medicine
בגרסה(vgrsh),In the version
פנימיים(pnymyym),Internal
השמן(hšmn),The oil
אוהד(ʾwhd),Fan
מודל(mwdl),model
הכדור(hkdwr),The ball
וכמו(wkmw),And as
לנכון(lnkwn),In accordance with
הרוסי(hrwsy),The Russian
תקלה(tqlh),fault
סגירת(sgyrt),Closing
הבינו(hvynw),Understood
בודק(vwdq),checker
נועדו(nwʿdw),Designed for
סלנג(slng),slang
ולבן(wlvn),And white
בראשי(vrʾšy),In my head
במשיכת(vmšykt),In an attraction
בתוכה(vtwkh),In it
הקפה(hqph),The coffee
חפץ(ḥpṣ),object
ולראות(wlrʾwt),And see
תרבותית(trvwtyt),Culturally
נתקלת(ntqlt),You have encountered
יריחו(yryḥw),Jericho
באילת(vʾylt),In Eilat
ביניהן(vynyhn),Between them
החלב(hḥlv),The milk
וכיום(wkywm),And now
שוכן(šwkn),situated
בחרתי(vḥrty),I chose
במבנה(vmvnh),In the structure
בפוליטיקה(vpwlyṭyqh),In politics
סכסוך(skswk),conflict
להעמיד(lhʿmyd),place
הוויכוח(hwwykwḥ),The debate
אמנון(ʾmnwn),tilapia
הכתוב(hktwv),Writing
יונתן(ywntn),Jonathan
גדי(gdy),kid
משרת(mšrt),servant
שובו(šwvw),His return
דיין(dyyn),Your
האוקיינוס(hʾwqyynws),The ocean
אפקט(ʾpqṭ),effect
הדורות(hdwrwt),Generations
הלידה(hlydh),Birth
בסיסית(vsysyt),Basic
לוויינים(lwwyynym),Satellites
וליצור(wlyṣwr),And create
קרני(qrny),horny
חריפה(ḥryph),Acute
המירוץ(hmyrwṣ),The race
תומאס(twmʾs),Thomas
חסימות(ḥsymwt),Blocks
ערבים(ʿrvym),Arabs
להעניק(lhʿnyq),grant
מטאל(mṭʾl),Metal
אצטרך(ʾṣṭrk),I will have to
לדמיין(ldmyyn),To imagine
דורשים(dwršym),Requires
אחריה(ʾḥryh),After
הדתי(hdty),The religious
ביוון(vywwn),In Greece
מוצאת(mwṣʾt),Finds
הטיעון(hṭyʿwn),The argument
לביטול(lvyṭwl),To cancel
ובעל(wvʿl),And owner
הוצגה(hwṣgh),Shown
חנויות(ḥnwywt),Shops
סקס(sqs),sex
חזון(ḥzwn),vision
מדינית(mdynyt),Political
המסע(hmsʿ),The journey
כלב(klv),dog
בחזית(vḥzyt),in front of
לשמר(lšmr),preserve
נע(nʿ),moving
כבדות(kvdwt),heaviness
הרבי(hrvy),The Rebbe
האנושות(hʾnwšwt),Humanity
תושב(twšv),resident
נצטרך(nṣṭrk),We will need
עז(ʿz),goat
שפירא(špyrʾ),Shapiro
דואר(dwʾr),mail
המחלקה(hmḥlqh),The department
ושני(wšny),And two
ניתנים(nytnym),Are given
טיפ(ṭyp),tip
הנאצים(hnʾṣym),The Nazi
חריגה(ḥrygh),deviation
ברכבת(vrkvt),By train
קמה(qmh),Rose
הנהר(hnhr),The river
בקבוקים(vqvwqym),Bottles
חתול(ḥtwl),cat
לאנגלית(lʾnglyt),To English
מצביעים(mṣvyʿym),Voters
נצה(nṣh),A
במיזם(vmyzm),In the venture
ללימודי(llymwdy),To my studies
פורד(pwrd),Ford
למשתמשים(lmštmšym),For users
אדולף(ʾdwlp),Adolph
מזרחי(mzrḥy),east
רצ(rṣ),Will
גשר(gšr),bridge
נבחרות(nvḥrwt),Team
המאוחדת(hmʾwḥdt),The united
לידיעתך(lydyʿtk),Please note
הימין(hymyn),The right
מרשל(mršl),Marshall
אצלך(ʾṣlk),With you
הפורטלים(hpwrṭlym),The portals
קיימברידג(qyymvrydg),Cambridge
מקוצר(mqwṣr),shortened
פרדוקס(prdwqs),paradox
במסחר(vmsḥr),In trade
חופפים(ḥwppym),Overlap
להתאים(lhtʾym),adjust
לשיפור(lšypwr),For improvement
האלגוריתם(hʾlgwrytm),The algorithm
בוטינסקי(vwṭynsqy),Botinsky
שבערך(švʿrk),In the value
זמין(zmyn),available
הטמפרטורה(hṭmprṭwrh),The temperature
אייל(ʾyyl),A reindeer
מויקיפדיה(mwyqypdyh),Wikipedia
תפתח(tptḥ),Will open
נולדו(nwldw),Were born
צפיפות(ṣpypwt),density
הבל(hvl),steam
ביצעתי(vyṣʿty),I have made
לנדאו(lndʾw),Landau
מאפיין(mʾpyyn),A characteristic
קריטריון(qryṭrywn),criterion
לכתיבה(lktyvh),For writing
כשרות(kšrwt),kashrut
מסמך(msmk),document
אלגוריתם(ʾlgwrytm),algorithm
בפסקה(vpsqh),In the paragraph
ההערות(hhʿrwt),The comments
נשוי(nšwy),married
פושע(pwšʿ),criminal
בטענה(vṭʿnh),On the grounds
להכחיש(lhkḥyš),deny
בבוט(vvwṭ),In a bot
טור(ṭwr),column
צולם(ṣwlm),Photographed
קצה(qṣh),end
מוטעה(mwṭʿh),wrong
להיכנע(lhyknʿ),Succumb to
טרחת(ṭrḥt),A hassle
בפניו(vpnyw),In his face
אחוזים(ʾḥwzym),percentage
נקי(nqy),net
פניתי(pnyty),I turned
פרצה(prṣh),gap
ברצינות(vrṣynwt),seriously
ארון(ʾrwn),locker
החלטנו(hḥlṭnw),We have decided
והכל(whkl),And everything
אכתוב(ʾktwv),I will write
נתחיל(ntḥyl),Let's start
ועושה(wʿwšh),And makes
בדברים(vdvrym),In things
קשיים(qšyym),Difficulties
קיצוניים(qyṣwnyym),Extreme
נכנסת(nknst),You entered
לגוף(lgwp),To the body
למראה(lmrʾh),For a mirror
בשיטת(všyṭt),In a method
סיפרה(syprh),Told
מרכזית(mrkzyt),Central
ביניים(vynyym),Interim
תקציב(tqṣyv),budget
סימנים(symnym),Signs
יציבה(yṣyvh),posture
כמוהו(kmwhw),Like him
אמה(ʾmh),aqueduct
מנוחה(mnwḥh),rest
הרגשה(hrgšh),feeling
הפלילי(hplyly),The criminal
שרים(šrym),Singing
לפצל(lpṣl),split
פיצול(pyṣwl),A split
מיידית(myydyt),Immediately
נוהגים(nwhgym),Practiced
בלית(vlyt),debris
העלו(hʿlw),Uploaded
הטיעונים(hṭyʿwnym),The arguments
מתח(mtḥ),tension
בטוחים(vṭwḥym),Safe
מבקשים(mvqšym),Asking for
מחפשים(mḥpšym),Are looking for
הישנה(hyšnh),Old
פורומים(pwrwmym),Forums
ותיקים(wtyqym),Veterans
מכדי(mkdy),Too
לחשבון(lḥšvwn),To an account
תעלה(tʿlh),channel
עירוני(ʿyrwny),urban
הראה(hrʾh),Showed
החברים(hḥvrym),Friends
שימו(šymw),Put
תצליח(tṣlyḥ),Will succeed
זיהום(zyhwm),Infection
החום(hḥwm),The heat
ביישוב(vyyšwv),In the locality
רוני(rwny),Ronnie
להתחמק(lhtḥmq),evade
מלווה(mlwwh),accompanied
תקנות(tqnwt),Regulations
לכפר(lkpr),To the village
בענף(vʿnp),In the branch
דונלד(dwnld),Donald
פתוחות(ptwḥwt),Open
ישראליות(yšrʾlywt),Israelis
הסיבוב(hsyvwv),The round
החזקות(hḥzqwt),The holdings
לכבוד(lkvwd),in honor of
אומץ(ʾwmṣ),Courage
הטבות(hṭvwt),Benefits
מדד(mdd),index
המחנה(hmḥnh),Camp
למדינת(lmdynt),To the state
הרופאים(hrwpʾym),Doctors
סרטן(srṭn),cancer
חלופה(ḥlwph),alternative
סמואל(smwʾl),Samuel
הנמצא(hnmṣʾ),Found
רות(rwt),Rout
נוסחאות(nwsḥʾwt),Formulas
שימשה(šymšh),Used to
כנשיא(knšyʾ),As president
נאלצו(nʾlṣw),Have been forced
סיימה(syymh),Finished
ומיד(wmyd),And immediately
קבועה(qvwʿh),Permanent
הובילה(hwvylh),Led to
מיותרות(mywtrwt),Unnecessary
מראים(mrʾym),Show
לחוות(lḥwwt),experience
מודעים(mwdʿym),Aware
למתן(lmtn),To give
יציבות(yṣyvwt),stability
צאן(ṣʾn),sheep
למצרים(lmṣrym),To Egypt
לחודש(lḥwdš),per month
נובל(nwvl),Nobel
הטבעי(hṭvʿy),The natural
להגדיל(lhgdyl),increase
הלכתי(hlkty),I went
טיפה(ṭyph),A drop
להתקדם(lhtqdm),progress
השכר(hškr),Wages
ירדה(yrdh),companionway
עונות(ʿwnwt),Seasons
הסתיים(hstyym),Ended
אומנם(ʾwmnm),Although
שעשיתי(šʿšyty),I have done
פרטיים(prṭyym),Private
לחלל(lḥll),desecrate
החקיקה(hḥqyqh),The legislation
בדרכו(vdrkw),On his way
בגודל(vgwdl),In size
נוגע(nwgʿ),touching
המפתח(hmptḥ),The key
הספרדית(hsprdyt),Spanish
הדעה(hdʿh),Opinion
להדגיש(lhdgyš),emphasize
ברכה(vrkh),blessing
תוכנה(twknh),software
כניסת(knyst),Entry
כוללים(kwllym),Include
נעשתה(nʿšth),Has been made
נוחה(nwḥh),Convenient
ארבעת(ʾrvʿt),Four
בתנ(vtn),In the face
שחורה(šḥwrh),Black
סייבר(syyvr),Cyber
אמי(ʾmy),My mother
הבשורה(hvšwrh),The gospel
מרוצה(mrwṣh),satisfied
ישו(yšw),Jesus
בילדותו(vyldwtw),In his childhood
הפלסטינים(hplsṭynym),The Palestinians
נבנו(nvnw),Were built
הנסיעה(hnsyʿh),The ride
לפרוץ(lprwṣ),break
שעברו(šʿvrw),Who went through
בראשות(vrʾšwt),Led by
נטל(nṭl),burden
מינג(myng),Ming
אחידה(ʾḥydh),Uniform
נפתחו(nptḥw),Have been opened
השומר(hšwmr),The guardian
מגיעות(mgyʿwt),Are coming
הקרבות(hqrvwt),The battles
יוסי(ywsy),Yossi
בובות(vwvwt),Dolls
נפתחה(nptḥh),Has been opened
למטרה(lmṭrh),For purpose
פעילה(pʿylh),Active
הביע(hvyʿ),Expressed
בזו(vzw),In
תומכים(twmkym),Supporters
השוק(hšwq),The market
גיבור(gyvwr),Hero
שהופיעו(šhwpyʿw),That appeared
הטעם(hṭʿm),Taste
יצירתו(yṣyrtw),His creation
ומכאן(wmkʾn),Hence
תעשיית(tʿšyyt),Industry
עיתונים(ʿytwnym),Newspapers
לידו(lydw),Next to him
האמנות(hʾmnwt),Art
ביצעו(vyṣʿw),Performed
שותפים(šwtpym),Partners
מביך(mvyk),embarrassing
לגיטימית(lgyṭymyt),Legitimate
בפירוש(vpyrwš),Clearly
נפל(npl),Fell
למחצה(lmḥṣh),half
תיירות(tyyrwt),Tourism
יגאל(ygʾl),Yigal
שמופיע(šmwpyʿ),That appears
תוהה(twhh),Wondering
בתים(vtym),Houses
לכבוש(lkvwš),conquer
אפריל(ʾpryl),April
מפי(mpy),From
מאין(mʾyn),From nothing
מייצגים(myyṣgym),Represent
סבו(svw),His grandfather
ישירה(yšyrh),Direct
צרפתי(ṣrpty),French
האו(hʾw),Hao
חקלאי(ḥqlʾy),agricultural
הבדלים(hvdlym),Differences
פוטנציאל(pwṭnṣyʾl),potential
במרכזה(vmrkzh),In the center
הטובות(hṭwvwt),The good
החשובות(hḥšwvwt),The most important
שציינתי(šṣyynty),Which I mentioned
רודי(rwdy),Rudy
כדורסל(kdwrsl),basketball
חיזבאללה(ḥyzvʾllh),Hezbollah
הפמיניזם(hpmynyzm),Feminism
מיעוט(myʿwṭ),A minority
צנזורה(ṣnzwrh),censorship
פסיקה(psyqh),verdict
לקהל(lqhl),To the audience
לעין(lʿyn),To the eye
האמן(hʾmn),The artist
ערבי(ʿrvy),Arabic
אולמרט(ʾwlmrṭ),Olmert
לגשת(lgšt),Access
החברתיים(hḥvrtyym),Social
חצר(ḥṣr),courtyard
המדרש(hmdrš),The Midrash
ומעולם(wmʿwlm),And ever
זעיר(zʿyr),tiny
במונחים(vmwnḥym),In terms
השריון(hšrywn),The armor
שזכה(šzkh),Which won
המסורת(hmswrt),Tradition
המערבית(hmʿrvyt),Western
עוצמה(ʿwṣmh),Power
בכלא(vklʾ),In prison
שמם(šmm),Their name
לפתיחת(lptyḥt),To open
רציף(rṣyp),continuous
הגמל(hgml),The camel
ומשפחתו(wmšpḥtw),And his family
מלאכי(mlʾky),angelic
לעורר(lʿwrr),stimulate
הוצא(hwṣʾ),Issued
לשירות(lšyrwt),To the service
פנסיה(pnsyh),pension
עדיפה(ʿdyph),Preferably
כשל(kšl),failure
חמורים(ḥmwrym),Donkeys
מתשלום(mtšlwm),From payment
המעסיק(hmʿsyq),The employer
תשס(tšs),You
הסל(hsl),The basket
מלון(mlwn),hotel
פעמי(pʿmy),A bell
מתו(mtw),Died
מפלצת(mplṣt),monster
המפלצת(hmplṣt),The monster
בקר(vqr),cattle
החליפה(hḥlyph),The suit
כח(kḥ),Power
ריקה(ryqh),Empty
בהקדם(vhqdm),early
דיצה(dyṣh),Diet
החיצוניים(hḥyṣwnyym),Outer
ערכתי(ʿrkty),I have made
דיזנגוף(dyzngwp),Dizengoff
אהרן(ʾhrn),Aharon
בדלפק(vdlpq),At the counter
פיקד(pyqd),Deposit
הנביאים(hnvyʾym),The prophets
