hebrew,count,english_translation
אחידה,18,Uniform
נפתחו,18,Have been opened
השומר,18,The guardian
מגיעות,18,Are coming
הקרבות,18,The battles
יוסי,18,Yossi
בובות,18,Dolls
נפתחה,18,Has been opened
למטרה,18,For purpose
פעילה,18,Active
הביע,18,Expressed
בזו,18,In
תומכים,18,Supporters
השוק,18,The market
גיבור,18,Hero
שהופיעו,18,That appeared
הטעם,18,Taste
יצירתו,18,His creation
ומכאן,18,Hence
תעשיית,18,Industry
עיתונים,18,Newspapers
לידו,18,Next to him
האמנות,18,Art
ביצעו,18,Performed
שותפים,18,Partners
מביך,18,embarrassing
לגיטימית,18,Legitimate
בפירוש,18,Clearly
נפל,18,Fell
למחצה,18,half
תיירות,18,Tourism
יגאל,18,Yigal
שמופיע,18,That appears
תוהה,18,Wondering
בתים,18,Houses
לכבוש,18,conquer
אפריל,18,April
מפי,18,From
מאין,18,From nothing
מייצגים,18,Represent
סבו,18,His grandfather
ישירה,18,Direct
צרפתי,18,French
האו,18,Hao
חקלאי,18,agricultural
הבדלים,18,Differences
פוטנציאל,18,potential
במרכזה,18,In the center
הטובות,18,The good
החשובות,18,The most important
שציינתי,18,Which I mentioned
רודי,18,Rudy
כדורסל,18,basketball
חיזבאללה,18,Hezbollah
הפמיניזם,18,Feminism
מיעוט,18,A minority
צנזורה,18,censorship
פסיקה,18,verdict
לקהל,18,To the audience
לעין,18,To the eye
האמן,18,The artist
ערבי,18,Arabic
אולמרט,18,Olmert
לגשת,18,Access
החברתיים,18,Social
חצר,18,courtyard
המדרש,18,The Midrash
ומעולם,18,And ever
זעיר,18,tiny
במונחים,18,In terms
השריון,18,The armor
שזכה,18,Which won
המסורת,18,Tradition
המערבית,18,Western
עוצמה,18,Power
בכלא,18,In prison
שמם,18,Their name
לפתיחת,18,To open
רציף,18,continuous
הגמל,18,The camel
ומשפחתו,18,And his family
מלאכי,18,angelic
לעורר,18,stimulate
הוצא,18,Issued
לשירות,18,To the service
פנסיה,18,pension
עדיפה,18,Preferably
כשל,18,failure
חמורים,18,Donkeys
מתשלום,18,From payment
המעסיק,18,The employer
תשס,18,You
הסל,18,The basket
מלון,18,hotel
פעמי,18,A bell
מתו,18,Died
מפלצת,18,monster
המפלצת,18,The monster
בקר,18,cattle
החליפה,18,The suit
כח,18,Power
ריקה,18,Empty
בהקדם,18,early
דיצה,18,Diet
החיצוניים,18,Outer
ערכתי,18,I have made
דיזנגוף,18,Dizengoff
אהרן,18,Aharon
בדלפק,18,At the counter
פיקד,18,Deposit
הנביאים,18,The prophets
למחות,18,protest
נפגש,18,Met
ולמצוא,18,And find
המפרץ,18,The bay
גולדשטיין,18,Goldstein
נייטרלי,18,Neutral
הקריטריונים,18,The criteria
צליל,18,sound
לגיטימי,18,legitimate
למקור,18,To the source
בעייתית,18,Problematic
שורת,18,A row of
אופ,18,Op.
בסכנת,18,In danger
כערך,18,As a value
המזרחית,18,Eastern
ייחודי,18,Unique
הסוג,18,The kind
הפסל,18,The sculpture
אצולה,18,nobility
תערוכות,18,Exhibitions
סוגריים,18,Brackets
תרצו,18,You will
הציר,18,The axis
להסתפק,18,settle for
ראית,18,You have seen
חסמתי,18,I have blocked
שבתאי,18,Saturn
בעייה,18,In a problem
סרק,18,futile
בראבו,18,Bravo
המופע,18,The show
רוסי,18,Russian
מכחיש,18,Denies
קומיקס,18,Comics
צבעי,18,painter
מילון,18,A dictionary
דייוויד,18,David
אלבומי,18,Albums
חלקיק,18,particle
פספסתי,18,I missed
שמילאתם,18,That you have filled
מגוריכם,18,Your residence
נכנסתי,17,I have entered
אוכלים,17,Eating
בעליל,17,clearly
הזיכרון,17,Memory
בבניין,17,In a building
החיצוני,17,Outer
דירה,17,apartment
המכונית,17,The car
בתיק,17,In the bag
בשבי,17,In captivity
ליבו,17,His heart
חדל,17,Ceased
האהבה,17,Love
התחילו,17,Started
גורמת,17,Causes
דאגה,17,concern
דפוסי,17,Patterns
יקר,17,expensive
העביר,17,Has passed
החודש,17,This month
תיבות,17,Boxes
ובטח,17,And certainly
הסכמי,17,Agreements
בהסכם,17,In an agreement
משותפים,17,Shared
שקיבלתי,17,I have received
מחפשת,17,Looking for
להשתנות,17,vary
ובלתי,17,And ot
כבש,17,lamb
בריאה,17,creation
נמסר,17,Delivered
בקרבת,17,Near
בקצה,17,At the edge
התנגשות,17,collision
אימצו,17,Adopted
האתרים,17,The sites
קלפים,17,Cards
חילוני,17,A secular
עשור,17,decade
הכולל,17,The total
באוסטרליה,17,In Australia
לרשת,17,net
מישראל,17,From Israel
מציעה,17,Offers
בליגת,17,In the league
חולון,17,Holon
לסמוך,17,rely
גילם,17,Their age
עיקרי,17,Main
לצמצם,17,reduce
בוטל,17,Has been canceled
ינואר,17,January
הביטוח,17,Insurance
אלן,17,Allen
הרג,17,killing
אלפים,17,Thousands
התפשטות,17,spread
בהודעה,17,In a message
הביעו,17,Expressed
לרשימת,17,To the list
המערב,17,The West
העליונה,17,Top
יתרון,17,advantage
במעלה,17,Up
משמעותיים,17,Significantly
בסיכון,17,At risk
שנקבע,17,Prescribed
לרפואה,17,To medicine
יוצרת,17,Creates
העוסקים,17,The dealers
שבויים,17,Prisoners
עיני,17,My eyes
חסד,17,grace
מהרה,17,Soon
ערבית,17,Arabic
סיפורי,17,Stories
ששימש,17,Used to
להודיע,17,inform
תאריכים,17,Dates
ואיפה,17,And where
קליפורניה,17,California
הפרשנות,17,The interpretation
הקימה,17,Set up
הצילום,17,The photo
המקומיים,17,Locals
מאמצים,17,efforts
הבינה,17,Realized
כותבת,17,Writes
עיון,17,inspection
בוחר,17,Chooses
מצבים,17,Situations
מאמינה,17,Believes
צריכת,17,Consumption
לשלוש,17,For three
חשיבה,17,thinking
מנגנון,17,mechanism
בדו,17,In the bile
ואחת,17,And one
בפיתוח,17,In development
אושר,17,Happiness
לסי,17,To a
הסכימו,17,Have agreed
שעשה,17,Who made
הרים,17,Mountains
אצבעות,17,Fingers
הפיתוח,17,Development
תיאר,17,Described
שעושה,17,That makes
גמליאל,17,Gamliel
נמשכו,17,Continued
מתנדבים,17,Volunteers
אמצעים,17,means
יימחק,17,Will be deleted
הספיק,17,Enough
חוקיים,17,Illegal
החשובה,17,The important
השמיים,17,The sky
מקוון,17,Online
קבצים,17,Files
מזוהה,17,identified
הכתובת,17,The address
ובוודאי,17,And certainly
מציינים,17,Indicate
מוקדמת,17,Early
נון,17,Nun
אזורים,17,Areas
בשואה,17,In the Holocaust
פעלו,17,Have worked
ספרדית,17,Spanish
הדתית,17,Religious
שרדו,17,Survived
תוכנן,17,Designed
רצף,17,sequence
למפקד,17,To commander
האמריקנים,17,Americans
התפתח,17,Has evolved
ירקות,17,vegetables
התחתונה,17,The bottom
יידיש,17,Yiddish
בקהילה,17,In the community
דרכה,17,Through
קולומביה,17,Columbia
אוגנדה,17,Uganda
חומרי,17,Materials
לוקחת,17,Takes
לתנועה,17,For movement
בנם,17,Their son
הכתבה,17,dictation
ותודה,17,And thanks
בעזה,17,In Gaza
התחייבות,17,A commitment
תאומים,17,twins
רגילים,17,Ordinary
מודי,17,Modi
מחוסר,17,For lack
לאותה,17,To the same
מקיפה,17,Comprehensive
לחל,17,To like
ההזדמנות,17,The opportunity
מתים,17,Dead
למוזיקה,17,For music
הנקרא,17,Called
עשיר,17,rich
הגליל,17,Galilee
נוף,17,landscape
מסוגו,17,Of its kind
שירצה,17,Who would like
באוויר,17,In the air
שבטים,17,Tribes
חורים,17,Holes
מתישהו,17,Sometime
פניות,17,Inquiries
ויצא,17,And came out
עבודות,17,Work
עבירות,17,Offenses
מנגד,17,On the other hand
שינויי,17,Changes
בווינה,17,In Vienna
לייצור,17,For production
הז,17,הז
רומן,17,novel
גופו,17,His body
החלקים,17,The parts
המופיעים,17,Appearing
מפתיע,17,surprising
מטען,17,cargo
ילדי,17,My children
בקובץ,17,In the file
מפעם,17,time
לתגובה,17,For a reaction
מכוונת,17,מכוונת
שונא,17,Hate
מסר,17,message
בחצר,17,In the yard
יושבים,17,Sitting
סאלח,17,Saleh
פינת,17,Corner
כשזה,17,When it's
פן,17,lest
עמותת,17,A association
גופי,17,My body
לשלוט,17,control
המרחק,17,The distance
לעזאזל,17,Hell
דרכם,17,Through them
הרומאי,17,Roman
חומת,17,Wall
עורר,17,appellant
בעיניו,17,To him
הציונית,17,The Zionist
הרלוונטי,17,Relevant
מרמז,17,suggestive
המושל,17,The governor
מחנות,17,From a camps
שהוקם,17,Established
הלוחם,17,The warfare
נסיבות,17,Circumstances
השפיעה,17,Influenced
בצדק,17,Rightly
בהירושימה,17,In Hiroshima
דוח,17,Report
האחורי,17,Rear
חוצה,17,Crossed
נוגעת,17,Touching
ויצמן,17,Weizmann
קיסר,17,Caesar
המסלול,17,The track
השתלטו,17,Have taken over
אלגברה,17,algebra
פנוי,17,vacant
נקבל,17,We will get
החולצה,17,The shirt
האמיתי,17,The real
החג,17,The holiday
הגבולות,17,The boundaries
הגדרת,17,Setting up
ההבדלים,17,The differences
המראה,17,The mirror
לגברים,17,To men
נעצרו,17,Were arrested
קבעו,17,Set up
דיוני,17,Discussions
גלוי,17,overt
השמאל,17,The left
ברבים,17,publicly
מקורי,17,original
פלסטינים,17,Palestinians
ננסה,17,We will try
נגישות,17,accessibility
מקובלים,17,Are acceptable
למעמד,17,To class
למחקר,17,For study
לנהר,17,To the river
אנונימי,17,anonymous
חשבונות,17,Accounts
להתנצל,17,apologize
תלונה,17,complaint
המנהל,17,The manager
השעות,17,The hours
אגף,17,wing
אחסון,17,storage
מאסר,17,imprisonment
החינוכי,17,Educational
מכשירי,17,Devices
לחיילים,17,To soldiers
בריכת,17,A pool
קרינה,17,radiation
כפתור,17,button
לחשוף,17,expose
העור,17,The skin
גרף,17,graph
המגורים,17,The residence
הופיעה,17,Appeared
הסוס,17,The horse
הפתח,17,The doorway
לרשום,17,record
יודן,17,Juden
ימצאו,17,Will find
תפוח,17,apple
גוסטב,17,Gustav
בוגר,17,graduate
רם,17,Loud
בדיחות,17,Jokes
הסגנון,17,The style
הקצר,17,The short
הקצרמרים,17,The shorts
וברוך,17,And blessed
בואך,17,Come on
מתקיימים,17,Exist
בהצבעת,17,In the vote
עדכונים,17,Updates
סנקט,17,Sank
מושל,17,governor
האיים,17,The islands
היוונית,17,Greek
שבוצעו,17,Performed
ילה,17,Elabox
אד,17,Ed
לשטח,17,To an area
איסוף,17,Collecting
דגלי,17,Flags
למדו,17,Learned
הניסוי,17,The experiment
התלמוד,17,Talmud
התפתחה,17,Has evolved
וינסטון,17,Winston
הקפדה,17,irritation
בשמו,17,By name
ויליאמס,17,Williams
שופץ,17,Renovated
ורבים,17,And many
ועיצוב,17,And design
שנמחקה,17,Deleted
החלוקה,17,The division
לצרפת,17,To France
התחנה,17,The station
הגשר,17,The bridge
עריכתך,17,Your editing
בגרסאות,17,In the versions
מאן,17,Mann
מהדברים,17,From things
שופר,17,shofar
המצווה,17,The commandment
באירלנד,17,In Ireland
שהמצב,17,That the situation
שיחת,17,Call
לשאלתך,17,To your question
אסמכתא,17,A reference
ניסוי,17,An experiment
להבא,17,To come
צמחי,17,vegetable
לנמק,17,explain
סמלים,17,Symbols
בלהקה,17,In the band
שהשם,17,That the name
גרינברג,17,Greenberg
הסוהר,17,The prison
מינכן,17,Munich
חובב,17,lover
ציינת,17,You mentioned
האמנה,17,The treaty
קראת,17,You have read
הרשימות,17,The lists
חתמת,17,You have signed
משלי,17,My own
ניקוד,17,Score
מקס,17,Max
שלטונו,17,His reign
בורר,17,arbitrator
ציינתי,17,I mentioned
חוש,17,sense
קי,17,Ki
קונג,17,Kong
הלינק,17,The link
גדלים,17,Sizes
למייל,17,To the email
מוחמד,17,Muhammad
דבורה,17,bee
מוצפן,17,encoded
הירוהיטו,17,Hiroheito
בוחרת,17,Chooses
העלם,17,The branch
בסביבות,16,around
חריף,16,sharp
המבט,16,The look
נתפס,16,Perceived
נכנסים,16,Come in
הגב,16,The back
מכוניות,16,Cars
מכונית,16,car
זוגיות,16,Parity
עדן,16,Eden
שמשהו,16,That something
הילדה,16,The girl
בחבל,16,In a rope
האישיות,16,Personality
המשקל,16,The weight
מספרי,16,numerical
לחסוך,16,save
בכסף,16,In money
הוצאות,16,Expenses
קרובה,16,Close
מולי,16,Molly
רוחני,16,spiritual
המפעל,16,The factory
באתי,16,I have come
שמחפש,16,Looking for
יביא,16,Will bring
ההגדרות,16,The settings
בכימיה,16,In chemistry
סיבוב,16,Round
סבלנות,16,patience
הטלויזיה,16,TV
העניינים,16,Matters
יעל,16,mountain goat
הנוגעות,16,Relating to
הדמוקרטיה,16,Democracy
סייע,16,Helped
אחראית,16,In charge
לכלל,16,To the whole
לחצות,16,cross
המקובלת,16,The accepted
ישיבות,16,Meetings
תכופות,16,often
גולשים,16,Surfers
שקיבל,16,Who received
לקרב,16,For a battle
לאזרחים,16,To civilians
לארגן,16,organize
תהליכים,16,Processes
זכאים,16,Eligible
כלכלה,16,economy
וולט,16,volt
לוין,16,Levin
והכי,16,And most
המורים,16,The teachers
שידעו,16,Who knew
האלים,16,The gods
לנקוט,16,take
העריך,16,Evaluated
חיסון,16,Vaccine
שמספר,16,That tells
מכובד,16,respectable
משיכה,16,attraction
לתושבי,16,To residents
נמאס,16,Tired
עוצמת,16,Intensity
החודשים,16,The months
לחזק,16,strengthen
וכנראה,16,And probably
לאיים,16,To threaten
נפילת,16,A fall
בעיראק,16,Iraq
המטרות,16,The goals
מולה,16,Mully
כבדים,16,Heavy
דוגמת,16,Sample
סוד,16,secret
מבוססים,16,Based
האויב,16,The enemy
מתפקידו,16,From his job
הואשם,16,Been charged
כניסתו,16,His entry
אישום,16,Indictment
יגרום,16,Will cause
בשאלות,16,In the questions
מושגים,16,Concepts
באם,16,If
אמן,16,artist
ממקורות,16,From sources
מובנת,16,Understandable
המרחב,16,Space
כהונתו,16,His tenure
ישב,16,Sat
הסיוע,16,Aid
הכותבים,16,The writers
שיוכל,16,That he could
הבמאי,16,The director
תמכו,16,Supported
שנוצר,16,Created
בשיטה,16,In the method
הדמוקרטית,16,Democratic
שרת,16,Server
לפגיעה,16,To an injury
חבריה,16,Her friends
נתנו,16,Have given
פיזי,16,Physical
הכאב,16,The pain
היגיון,16,Logic
לטענת,16,Claims
המטופל,16,Patient
אובדן,16,Loss
התאמה,16,adjustment
גורמי,16,Factors
לסבול,16,suffer
חומרה,16,hardware
פוליטיות,16,Political
תכנון,16,planning
חוב,16,debt
שיעורי,16,Lessons
שמירה,16,keeping
החזיק,16,Held
שהנושא,16,That the subject
פרישה,16,retirement
במחנה,16,In the camp
בינואר,16,In January
ניהל,16,Managed
בטבלה,16,In the table
ימיו,16,His life
לסמל,16,symbolize
בקריירה,16,In a career
ימינו,16,In today's
בסדרת,16,In a series
המשותף,16,Joint
תושבים,16,Residents
השליטה,16,Controlling
לעקוב,16,follow
לקרות,16,happen
הרשת,16,The network
שחורים,16,Blacks
הקמתה,16,Its establishment
